Gene;start;end;strand;gene_name;operon;COG;accession
LMB90_RS09560;25823;26671;#ERROR!;LMB90_RS09560;Op670;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000068.1
LMB90_RS01690;10861;11715;-;LMB90_RS01690;Op322;Defense Mechanisms;NZ_JAJGVJ010000045.1
LMB90_RS02265;10583;12304;#ERROR!;LMB90_RS02265;Op308;Defense Mechanisms;NZ_JAJGVJ010000046.1
LMB90_RS02360;30548;31246;#ERROR!;LMB90_RS02360;Op760;Defense Mechanisms;NZ_JAJGVJ010000046.1
LMB90_RS02365;31233;32468;#ERROR!;LMB90_RS02365;Op775;Defense Mechanisms;NZ_JAJGVJ010000046.1
LMB90_RS02710;11194;12060;-;LMB90_RS02710;Op332;Defense Mechanisms;NZ_JAJGVJ010000048.1
LMB90_RS03255;4710;5372;#ERROR!;LMB90_RS03255;Op151;Defense Mechanisms;NZ_JAJGVJ010000051.1
LMB90_RS04685;112794;113813;#ERROR!;LMB90_RS04685;Op1835;Defense Mechanisms;NZ_JAJGVJ010000055.1
LMB90_RS04915;19174;20622;#ERROR!;LMB90_RS04915;Op529;Defense Mechanisms;NZ_JAJGVJ010000056.1
LMB90_RS04920;20612;21343;#ERROR!;LMB90_RS04920;Op556;Defense Mechanisms;NZ_JAJGVJ010000056.1
LMB90_RS04925;21439;22113;#ERROR!;LMB90_RS04925;Op575;Defense Mechanisms;NZ_JAJGVJ010000056.1
LMB90_RS05370;21918;22484;-;LMB90_RS05370;Op584;Defense Mechanisms;NZ_JAJGVJ010000058.1
LMB90_RS05575;60382;61119;#ERROR!;LMB90_RS05575;Op1280;Defense Mechanisms;NZ_JAJGVJ010000058.1
LMB90_RS05760;95411;96790;-;LMB90_RS05760;Op1714;Defense Mechanisms;NZ_JAJGVJ010000058.1
LMB90_RS06970;9053;9634;#ERROR!;LMB90_RS06970;Op270;Defense Mechanisms;NZ_JAJGVJ010000062.1
LMB90_RS07020;19752;21188;-;LMB90_RS07020;Op539;Defense Mechanisms;NZ_JAJGVJ010000062.1
LMB90_RS07025;21276;21782;-;ybaK;Op571;Defense Mechanisms;NZ_JAJGVJ010000062.1
LMB90_RS07120;41793;43205;#ERROR!;LMB90_RS07120;Op981;Defense Mechanisms;NZ_JAJGVJ010000062.1
LMB90_RS07350;93343;93525;#ERROR!;LMB90_RS07350;Op1695;Defense Mechanisms;NZ_JAJGVJ010000062.1
LMB90_RS07420;111129;112058;#ERROR!;LMB90_RS07420;Op1824;Defense Mechanisms;NZ_JAJGVJ010000062.1
LMB90_RS08655;49038;51020;#ERROR!;LMB90_RS08655;Op1109;Defense Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS08660;51129;51365;#ERROR!;LMB90_RS08660;Op1143;Defense Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS08665;51470;51787;-;LMB90_RS08665;Op1150;Defense Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS08850;90871;91434;-;LMB90_RS08850;Op1673;Defense Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS09065;132589;133569;-;LMB90_RS09065;Op1917;Defense Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS09070;133562;134281;-;LMB90_RS09070;Op1921;Defense Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS09375;42018;42650;-;LMB90_RS09375;Op985;Defense Mechanisms;NZ_JAJGVJ010000067.1
LMB90_RS09380;42670;43347;-;LMB90_RS09380;Op1000;Defense Mechanisms;NZ_JAJGVJ010000067.1
LMB90_RS09400;45668;46162;-;LMB90_RS09400;Op1056;Defense Mechanisms;NZ_JAJGVJ010000067.1
LMB90_RS09725;64955;65395;#ERROR!;LMB90_RS09725;Op1346;Defense Mechanisms;NZ_JAJGVJ010000068.1
LMB90_RS00015;1;343;-;LMB90_RS00015;Op21;No COG Annotation;NZ_JAJGVJ010000004.1
LMB90_RS00020;1;803;#ERROR!;LMB90_RS00020;Op2;No COG Annotation;NZ_JAJGVJ010000005.1
LMB90_RS00040;1;838;#ERROR!;LMB90_RS00040;Op3;No COG Annotation;NZ_JAJGVJ010000007.1
LMB90_RS00045;1;249;-;LMB90_RS00045;Op4;No COG Annotation;NZ_JAJGVJ010000008.1
LMB90_RS00050;1;615;-;LMB90_RS00050;Op5;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00055;692;916;#ERROR!;LMB90_RS00055;Op45;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00060;1511;2515;#ERROR!;LMB90_RS00060;Op56;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00065;2573;3769;#ERROR!;secY2;Op89;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00070;3773;5296;#ERROR!;asp1;Op123;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00075;5307;6794;#ERROR!;asp2;Op164;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00080;6797;7684;#ERROR!;asp3;Op199;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00085;7688;10042;#ERROR!;secA2;Op229;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00090;10055;11593;#ERROR!;gtfA;Op299;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00095;11586;12917;#ERROR!;gtfB;Op339;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00100;12910;13107;#ERROR!;LMB90_RS00100;Op375;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00105;13248;15269;#ERROR!;LMB90_RS00105;Op387;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00110;15307;17334;#ERROR!;LMB90_RS00110;Op437;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00115;17525;20797;#ERROR!;LMB90_RS00115;Op488;No COG Annotation;NZ_JAJGVJ010000009.1
LMB90_RS00370;24080;24349;#ERROR!;LMB90_RS00370;Op634;No COG Annotation;NZ_JAJGVJ010000026.1
LMB90_RS00420;1;556;#ERROR!;LMB90_RS00420;Op10;No COG Annotation;NZ_JAJGVJ010000027.1
LMB90_RS00425;1;203;#ERROR!;LMB90_RS00425;Op23;No COG Annotation;NZ_JAJGVJ010000028.1
LMB90_RS00430;1;205;#ERROR!;LMB90_RS00430;Op7;No COG Annotation;NZ_JAJGVJ010000029.1
LMB90_RS00455;4174;4401;#ERROR!;LMB90_RS00455;Op140;No COG Annotation;NZ_JAJGVJ010000030.1
LMB90_RS00530;19292;19570;#ERROR!;LMB90_RS00530;Op531;No COG Annotation;NZ_JAJGVJ010000030.1
LMB90_RS00545;21767;22471;#ERROR!;LMB90_RS00545;Op581;No COG Annotation;NZ_JAJGVJ010000030.1
LMB90_RS00710;55690;56649;#ERROR!;LMB90_RS00710;Op1211;No COG Annotation;NZ_JAJGVJ010000030.1
LMB90_RS00785;70600;71337;#ERROR!;LMB90_RS00785;Op1432;No COG Annotation;NZ_JAJGVJ010000030.1
LMB90_RS00930;114756;114896;-;dltX;Op1852;No COG Annotation;NZ_JAJGVJ010000030.1
LMB90_RS01025;135722;136255;#ERROR!;LMB90_RS01025;Op1928;No COG Annotation;NZ_JAJGVJ010000030.1
LMB90_RS01035;1;301;#ERROR!;LMB90_RS01035;Op22;No COG Annotation;NZ_JAJGVJ010000032.1
LMB90_RS01075;1;782;#ERROR!;LMB90_RS01075;Op13;No COG Annotation;NZ_JAJGVJ010000034.1
LMB90_RS01135;1;268;#ERROR!;LMB90_RS01135;Op14;No COG Annotation;NZ_JAJGVJ010000036.1
LMB90_RS01140;1;721;#ERROR!;LMB90_RS01140;Op15;No COG Annotation;NZ_JAJGVJ010000037.1
LMB90_RS01145;1;246;-;LMB90_RS01145;Op16;No COG Annotation;NZ_JAJGVJ010000038.1
LMB90_RS01255;12304;12462;#ERROR!;LMB90_RS01255;Op358;No COG Annotation;NZ_JAJGVJ010000039.1
LMB90_RS01320;25848;26132;#ERROR!;LMB90_RS01320;Op671;No COG Annotation;NZ_JAJGVJ010000039.1
LMB90_RS01335;28084;28356;#ERROR!;LMB90_RS01335;Op707;No COG Annotation;NZ_JAJGVJ010000039.1
LMB90_RS01340;28362;29330;#ERROR!;LMB90_RS01340;Op715;No COG Annotation;NZ_JAJGVJ010000039.1
LMB90_RS01385;35741;36700;#ERROR!;LMB90_RS01385;Op870;No COG Annotation;NZ_JAJGVJ010000039.1
LMB90_RS01390;36716;37147;#ERROR!;LMB90_RS01390;Op893;No COG Annotation;NZ_JAJGVJ010000039.1
LMB90_RS01405;40765;41070;-;LMB90_RS01405;Op962;No COG Annotation;NZ_JAJGVJ010000039.1
LMB90_RS01425;1;292;-;LMB90_RS01425;Op20;No COG Annotation;NZ_JAJGVJ010000040.1
LMB90_RS01430;1;373;#ERROR!;LMB90_RS01430;Op19;No COG Annotation;NZ_JAJGVJ010000041.1
LMB90_RS01435;1;427;#ERROR!;LMB90_RS01435;Op18;No COG Annotation;NZ_JAJGVJ010000042.1
LMB90_RS01455;3832;7167;#ERROR!;LMB90_RS01455;Op126;No COG Annotation;NZ_JAJGVJ010000044.1
LMB90_RS01460;7182;7388;#ERROR!;LMB90_RS01460;Op211;No COG Annotation;NZ_JAJGVJ010000044.1
LMB90_RS01545;27831;28295;#ERROR!;LMB90_RS01545;Op702;No COG Annotation;NZ_JAJGVJ010000044.1
LMB90_RS01615;325;678;-;LMB90_RS01615;Op35;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS01660;5744;5899;-;LMB90_RS01660;Op176;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS01700;13503;14279;-;LMB90_RS01700;Op392;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS01770;28810;29225;-;LMB90_RS01770;Op726;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS01820;36657;37301;-;LMB90_RS01820;Op892;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS02055;86042;86200;#ERROR!;LMB90_RS02055;Op1626;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS02120;99602;99985;-;LMB90_RS02120;Op1752;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS02155;105873;106025;-;LMB90_RS02155;Op1795;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS02170;109479;111137;-;LMB90_RS02170;Op1816;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS02180;111936;112556;-;LMB90_RS02180;Op1828;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS02190;113460;113735;-;LMB90_RS02190;Op1844;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS02200;115937;116248;#ERROR!;LMB90_RS02200;Op1861;No COG Annotation;NZ_JAJGVJ010000045.1
LMB90_RS02240;6793;7119;#ERROR!;LMB90_RS02240;Op198;No COG Annotation;NZ_JAJGVJ010000046.1
LMB90_RS02320;22557;22775;#ERROR!;LMB90_RS02320;Op600;No COG Annotation;NZ_JAJGVJ010000046.1
LMB90_RS02370;32608;33270;#ERROR!;LMB90_RS02370;Op812;No COG Annotation;NZ_JAJGVJ010000046.1
LMB90_RS02405;41137;41358;#ERROR!;LMB90_RS02405;Op970;No COG Annotation;NZ_JAJGVJ010000046.1
LMB90_RS02415;44615;47533;#ERROR!;LMB90_RS02415;Op1036;No COG Annotation;NZ_JAJGVJ010000046.1
LMB90_RS02465;65010;65441;#ERROR!;LMB90_RS02465;Op1348;No COG Annotation;NZ_JAJGVJ010000046.1
LMB90_RS02530;79327;80112;#ERROR!;LMB90_RS02530;Op1554;No COG Annotation;NZ_JAJGVJ010000046.1
LMB90_RS02540;80916;81302;-;LMB90_RS02540;Op1574;No COG Annotation;NZ_JAJGVJ010000046.1
LMB90_RS02555;2074;3123;-;LMB90_RS02555;Op79;No COG Annotation;NZ_JAJGVJ010000047.1
LMB90_RS02685;6249;6434;-;LMB90_RS02685;Op190;No COG Annotation;NZ_JAJGVJ010000048.1
LMB90_RS02705;10508;11194;-;LMB90_RS02705;Op307;No COG Annotation;NZ_JAJGVJ010000048.1
LMB90_RS02830;19056;19928;#ERROR!;LMB90_RS02830;Op523;No COG Annotation;NZ_JAJGVJ010000050.1
LMB90_RS02850;22871;23218;#ERROR!;LMB90_RS02850;Op611;No COG Annotation;NZ_JAJGVJ010000050.1
LMB90_RS02930;36219;36674;#ERROR!;LMB90_RS02930;Op882;No COG Annotation;NZ_JAJGVJ010000050.1
LMB90_RS02970;40153;40725;-;LMB90_RS02970;Op955;No COG Annotation;NZ_JAJGVJ010000050.1
LMB90_RS03010;54788;55963;#ERROR!;LMB90_RS03010;Op1196;No COG Annotation;NZ_JAJGVJ010000050.1
LMB90_RS03220;1734;2015;#ERROR!;LMB90_RS03220;Op67;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03225;2153;2356;#ERROR!;LMB90_RS03225;Op80;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03230;2353;2532;#ERROR!;LMB90_RS03230;Op83;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03235;2576;2791;#ERROR!;LMB90_RS03235;Op91;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03260;5549;5995;#ERROR!;LMB90_RS03260;Op169;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03265;6011;6436;#ERROR!;LMB90_RS03265;Op185;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03270;6440;7186;#ERROR!;LMB90_RS03270;Op193;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03275;7186;7368;#ERROR!;LMB90_RS03275;Op212;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03280;7383;7673;#ERROR!;LMB90_RS03280;Op216;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03285;7673;7867;#ERROR!;LMB90_RS03285;Op227;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03290;7992;8204;#ERROR!;LMB90_RS03290;Op235;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03300;9654;10271;#ERROR!;LMB90_RS03300;Op282;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03305;10639;10809;#ERROR!;LMB90_RS03305;Op310;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03325;13999;14220;#ERROR!;LMB90_RS03325;Op404;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03330;14223;14390;#ERROR!;LMB90_RS03330;Op410;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03365;18712;19131;#ERROR!;LMB90_RS03365;Op518;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03370;19131;19760;#ERROR!;LMB90_RS03370;Op527;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03375;19813;20169;#ERROR!;LMB90_RS03375;Op542;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03395;28274;28591;#ERROR!;LMB90_RS03395;Op712;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03405;31051;31326;#ERROR!;LMB90_RS03405;Op770;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03410;31340;31483;#ERROR!;LMB90_RS03410;Op779;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03415;31633;32505;#ERROR!;LMB90_RS03415;Op786;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03420;32552;32854;#ERROR!;LMB90_RS03420;Op809;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03435;34494;35105;#ERROR!;LMB90_RS03435;Op847;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03455;39653;39832;-;LMB90_RS03455;Op945;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03460;40029;40334;#ERROR!;LMB90_RS03460;Op952;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03475;42191;42526;#ERROR!;LMB90_RS03475;Op989;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03800;112673;112996;-;LMB90_RS03800;Op1834;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03805;113123;113263;#ERROR!;LMB90_RS03805;Op1839;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03820;114339;114530;-;LMB90_RS03820;Op1849;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03825;114545;115090;-;amaP;Op1850;No COG Annotation;NZ_JAJGVJ010000051.1
LMB90_RS03885;5638;5898;-;LMB90_RS03885;Op174;No COG Annotation;NZ_JAJGVJ010000052.1
LMB90_RS04095;4193;4846;-;LMB90_RS04095;Op141;No COG Annotation;NZ_JAJGVJ010000053.1
LMB90_RS04295;22728;23000;#ERROR!;LMB90_RS04295;Op606;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04395;48220;48804;-;LMB90_RS04395;Op1094;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04470;62391;62702;#ERROR!;LMB90_RS04470;Op1311;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04525;72987;73196;#ERROR!;LMB90_RS04525;Op1469;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04535;74540;74839;-;LMB90_RS04535;Op1488;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04645;104745;105221;#ERROR!;LMB90_RS04645;Op1784;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04655;105450;105779;#ERROR!;LMB90_RS04655;Op1791;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04670;107679;108539;#ERROR!;LMB90_RS04670;Op1805;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04680;112001;112600;-;LMB90_RS04680;Op1830;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04710;118786;119088;-;LMB90_RS04710;Op1876;No COG Annotation;NZ_JAJGVJ010000055.1
LMB90_RS04835;1424;2122;#ERROR!;LMB90_RS04835;Op54;No COG Annotation;NZ_JAJGVJ010000056.1
LMB90_RS04860;5080;5724;#ERROR!;LMB90_RS04860;Op155;No COG Annotation;NZ_JAJGVJ010000056.1
LMB90_RS04930;22196;22441;-;tnpA;Op591;No COG Annotation;NZ_JAJGVJ010000056.1
LMB90_RS05080;50454;50738;-;LMB90_RS05080;Op1130;No COG Annotation;NZ_JAJGVJ010000056.1
LMB90_RS05085;50867;51097;-;LMB90_RS05085;Op1137;No COG Annotation;NZ_JAJGVJ010000056.1
LMB90_RS05115;1;1018;#ERROR!;LMB90_RS05115;Op6;No COG Annotation;NZ_JAJGVJ010000057.1
LMB90_RS05270;891;1079;#ERROR!;LMB90_RS05270;Op47;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05365;21739;21906;-;LMB90_RS05365;Op580;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05405;30787;31050;#ERROR!;LMB90_RS05405;Op765;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05440;37788;38396;#ERROR!;LMB90_RS05440;Op911;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05455;40606;40836;#ERROR!;LMB90_RS05455;Op961;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05465;41842;42120;#ERROR!;LMB90_RS05465;Op982;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05475;42363;42758;#ERROR!;LMB90_RS05475;Op993;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05510;47210;47545;-;LMB90_RS05510;Op1080;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05515;47687;47959;#ERROR!;LMB90_RS05515;Op1087;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05565;59578;59808;-;LMB90_RS05565;Op1269;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05595;67547;67693;#ERROR!;LMB90_RS05595;Op1387;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05600;67754;67960;#ERROR!;LMB90_RS05600;Op1393;No COG Annotation;NZ_JAJGVJ010000058.1
LMB90_RS05820;6338;6658;-;LMB90_RS05820;Op192;No COG Annotation;NZ_JAJGVJ010000059.1
LMB90_RS05825;6766;7056;-;LMB90_RS05825;Op196;No COG Annotation;NZ_JAJGVJ010000059.1
LMB90_RS05855;10692;11537;-;LMB90_RS05855;Op314;No COG Annotation;NZ_JAJGVJ010000059.1
LMB90_RS05870;13863;14321;-;LMB90_RS05870;Op402;No COG Annotation;NZ_JAJGVJ010000059.1
LMB90_RS06165;83508;83780;-;LMB90_RS06165;Op1600;No COG Annotation;NZ_JAJGVJ010000059.1
LMB90_RS06180;86017;86313;#ERROR!;LMB90_RS06180;Op1625;No COG Annotation;NZ_JAJGVJ010000059.1
LMB90_RS06325;13575;13958;#ERROR!;LMB90_RS06325;Op396;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06330;13951;14247;#ERROR!;LMB90_RS06330;Op403;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06340;16003;16206;#ERROR!;LMB90_RS06340;Op452;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06355;17711;18187;#ERROR!;LMB90_RS06355;Op494;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06490;44492;44629;-;LMB90_RS06490;Op1033;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06525;52884;53498;#ERROR!;LMB90_RS06525;Op1170;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06545;56346;56489;-;LMB90_RS06545;Op1221;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06550;56743;56973;#ERROR!;LMB90_RS06550;Op1227;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06555;56988;57173;#ERROR!;LMB90_RS06555;Op1232;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06560;57291;57527;#ERROR!;LMB90_RS06560;Op1234;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06565;57591;57794;#ERROR!;LMB90_RS06565;Op1238;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06580;60350;60487;#ERROR!;LMB90_RS06580;Op1279;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06585;60480;60860;#ERROR!;LMB90_RS06585;Op1281;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06595;61705;62187;#ERROR!;LMB90_RS06595;Op1300;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06620;67549;67965;#ERROR!;LMB90_RS06620;Op1388;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06775;96603;97655;#ERROR!;hrcA;Op1722;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06815;105791;107062;-;LMB90_RS06815;Op1793;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06830;108341;108997;-;LMB90_RS06830;Op1810;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06835;109155;109370;#ERROR!;LMB90_RS06835;Op1813;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06850;110009;110212;-;LMB90_RS06850;Op1820;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06855;110396;111625;-;LMB90_RS06855;Op1821;No COG Annotation;NZ_JAJGVJ010000060.1
LMB90_RS06860;1;851;-;LMB90_RS06860;Op12;No COG Annotation;NZ_JAJGVJ010000061.1
LMB90_RS06880;3072;6020;#ERROR!;LMB90_RS06880;Op107;No COG Annotation;NZ_JAJGVJ010000061.1
LMB90_RS06895;8329;9036;#ERROR!;LMB90_RS06895;Op245;No COG Annotation;NZ_JAJGVJ010000061.1
LMB90_RS06910;10991;11302;#ERROR!;LMB90_RS06910;Op326;No COG Annotation;NZ_JAJGVJ010000061.1
LMB90_RS06915;11350;11865;-;LMB90_RS06915;Op335;No COG Annotation;NZ_JAJGVJ010000061.1
LMB90_RS06920;11846;12478;-;LMB90_RS06920;Op347;No COG Annotation;NZ_JAJGVJ010000061.1
LMB90_RS06925;12516;14162;-;LMB90_RS06925;Op363;No COG Annotation;NZ_JAJGVJ010000061.1
LMB90_RS06930;432;1868;-;gndA;Op40;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07005;14961;15965;-;LMB90_RS07005;Op427;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07095;37329;37640;#ERROR!;LMB90_RS07095;Op904;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07100;37706;38650;#ERROR!;LMB90_RS07100;Op909;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07115;40469;41638;-;LMB90_RS07115;Op959;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07140;45695;46675;#ERROR!;LMB90_RS07140;Op1057;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07170;52010;53392;-;LMB90_RS07170;Op1159;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07225;64856;65257;#ERROR!;LMB90_RS07225;Op1345;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07230;65365;66213;#ERROR!;LMB90_RS07230;Op1355;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07235;66340;67266;#ERROR!;LMB90_RS07235;Op1371;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07300;83557;84948;-;LMB90_RS07300;Op1602;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07330;87991;88242;-;LMB90_RS07330;Op1644;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07335;88550;89086;#ERROR!;LMB90_RS07335;Op1652;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07430;112921;113082;#ERROR!;LMB90_RS07430;Op1838;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07435;113285;113440;#ERROR!;LMB90_RS07435;Op1841;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07440;113692;114741;-;LMB90_RS07440;Op1845;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07445;115114;116037;#ERROR!;coaA;Op1853;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07450;116034;117224;-;LMB90_RS07450;Op1862;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07470;122610;122838;-;LMB90_RS07470;Op1891;No COG Annotation;NZ_JAJGVJ010000062.1
LMB90_RS07475;116;520;-;LMB90_RS07475;Op26;No COG Annotation;NZ_JAJGVJ010000063.1
LMB90_RS07480;659;2200;#ERROR!;asp1;Op44;No COG Annotation;NZ_JAJGVJ010000063.1
LMB90_RS07730;3921;4448;#ERROR!;msrA;Op132;No COG Annotation;NZ_JAJGVJ010000064.1
LMB90_RS07750;6882;7388;#ERROR!;LMB90_RS07750;Op204;No COG Annotation;NZ_JAJGVJ010000064.1
LMB90_RS07760;8060;8692;#ERROR!;LMB90_RS07760;Op239;No COG Annotation;NZ_JAJGVJ010000064.1
LMB90_RS07850;21219;21437;#ERROR!;rpoZ;Op570;No COG Annotation;NZ_JAJGVJ010000064.1
LMB90_RS08000;52727;53734;-;LMB90_RS08000;Op1167;No COG Annotation;NZ_JAJGVJ010000064.1
LMB90_RS08005;53769;54407;-;LMB90_RS08005;Op1182;No COG Annotation;NZ_JAJGVJ010000064.1
LMB90_RS08010;54433;54855;-;LMB90_RS08010;Op1192;No COG Annotation;NZ_JAJGVJ010000064.1
LMB90_RS08020;56035;56259;-;LMB90_RS08020;Op1218;No COG Annotation;NZ_JAJGVJ010000064.1
LMB90_RS08025;56409;56741;#ERROR!;LMB90_RS08025;Op1223;No COG Annotation;NZ_JAJGVJ010000064.1
LMB90_RS08030;56744;57571;#ERROR!;xth;Op1228;No COG Annotation;NZ_JAJGVJ010000064.1
